Tweet,Target,Stance,Opinion Towards,Sentiment
thank work people like help woman help whole society #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
wanna stay home raise family cool choice nobody else #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
eat pus something lozer #semst,Feminist Movement,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
woman superior man every aspect #feminist #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
advocate man stop love woman sex #everydaysexism #semst,Feminist Movement,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
need feminism man room full woman ecstatic woman room full man terrify #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
paul elam one hate man alive right #feminist #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
yes woman fair man stay home shame society must change ppl additude #everydaysexism #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
watch must change world #missrepresentation #womenrule #change #beauty #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
win complain equal rep girls gaming princess peach zelda kick ass woman samus beast hello #gaming #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
woman sex object person #truth #wisdom #womensrights #media #life #humanity #love #society #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
umrao jaan ada story life prostitute poise poesy #womanpower #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
lol ugly want equal #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
want hear something really ugly woman sexually assault time college #misogynyisugly #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
nice work happy hear autistic friend able express way #semst,Feminist Movement,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
wtf literal fuck evan ssee thing #semst,Feminist Movement,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
radio fill feminist rape propaganda feminism alive well malaysia rape guilt tactic win silence #semst,Feminist Movement,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
take solace know least mean know useless hack #semst,Feminist Movement,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
feminist ugly fact equal right man woman #feministsarebeautiful #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
meredith give crap great holy crap peggy spoiler damn great scene #peggy #madmen #semst,Feminist Movement,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
guess new definition ugly believe equal right let ugly #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
strict gender role context true marriage devote raise child always ideal substitute #tcot #semst,Feminist Movement,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
armchair feminist get pantie wet social justice warrior something get tumblr #semst,Feminist Movement,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
believe reason people say need feminism need dog half reason #antifeminist #semst,Feminist Movement,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
dear god fat #semst,Feminist Movement,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
feminist ugly people call ugly must vile #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
sorry go call woman like cadigory ill probably boot door #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
jest man world know kaitlyn blow world #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
respect truck suck respect girl innate choose doll love #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
compare play doll violent disposition two different thing #gamergate #semst,Feminist Movement,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
load crap dressing appropriately office sexist grow #yesallwomen #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
sure schadenfreude stand much tickling #semst,Feminist Movement,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
wee sister believe santa claus feminism think harder mean #semst,Feminist Movement,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
consider change twitter handle vagina monologue #semst,Feminist Movement,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
give attention never give anyone else #extremerules #nepalearthquake #freddiegray #rhoareunion #semst,Feminist Movement,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
